10.1034/j.1600-0412.2003.820107.x	0001-6349
10.1037/0033-295X.111.4.1036	1939-1471
10.1037/0033-295X.112.1.217	1939-1471
10.1037/0033-295X.112.1.3	1939-1471
10.1037/0033-295X.112.2.446	1939-1471
10.1037/0033-295X.112.2.494	1939-1471
10.1037/0033-295X.112.3.629	1939-1471
10.1037/0033-295X.112.4.1000	1939-1471
10.1037/0033-295X.112.4.715	1939-1471
10.1037/0033-295X.113.2.327	1939-1471
10.1037/0033-295X.113.2.358	1939-1471
10.1037/0033-295X.113.3.628	1939-1471
10.1037/0033-295X.113.4.842	1939-1471
10.1037/0033-295X.114.1.152	1939-1471
10.1037/0033-295X.114.1.38	1939-1471
10.1037/0033-295X.114.2.245	1939-1471
10.1037/0033-295X.114.2.340	1939-1471
10.1037/0033-295X.114.3.539	1939-1471
10.1037/0033-295X.114.3.599	1939-1471
10.1037/0033-295X.114.4.1047	1939-1471
10.1037/0033-295X.114.4.843	1939-1471
10.1037/0033-295X.114.4.864	1939-1471
10.1037/0033-295X.115.2.314	1939-1471
10.1037/0033-295X.115.2.336	1939-1471
10.1037/0033-295X.115.2.463	1939-1471
10.1037/0033-295X.115.2.502	1939-1471
10.1037/0033-295X.115.3.544	1939-1471
10.1037/0033-295X.115.3.733	1939-1471
10.1037/0033-295X.82.6.407	0033-295X
10.1037/0033-295X.83.1.1	1939-1471
10.1037/0033-295X.83.2.114	1939-1471
10.1037/0033-295X.83.2.157	1939-1471
10.1037/0033-295X.84.1.1	0033-295X
10.1037/0033-295X.84.2.127	0033-295X
10.1037/0033-295X.84.2.191	1939-1471
10.1037/0033-295X.84.3.231	0033-295X
10.1037/0033-295X.84.4.327	0033-295X
10.1037/0033-295X.85.3.172	1939-1471
10.1037/0033-295X.86.1.61	0033-295X
10.1037/0033-295X.86.2.124	1939-1471
10.1037/0033-295X.86.3.214	0033-295X
10.1037/0033-295X.87.3.215	0033-295X
10.1037/0033-295X.87.3.252	0033-295X
10.1037/0033-295X.87.6.477	0033-295X
10.1037/0033-295X.88.1.67	0033-295X
10.1037/0033-295X.88.2.93	0033-295X
10.1037/0033-295X.88.4.354	1939-1471
10.1037/0033-295X.88.5.375	0033-295X
10.1037/0033-295X.88.6.503	0033-295X
10.1037/0033-295X.89.1.48	0033-295X
10.1037/0033-295X.89.5.507	1939-1471
10.1037/0033-295X.90.4.293	0033-295X
10.1037/0033-295X.91.2.251	1939-1471
10.1037/0033-295X.92.1.78	1939-1471
10.1037/0033-295X.92.4.532	1939-1471
10.1037/0033-295X.92.4.548	1939-1471
10.1037/0033-295X.93.2	null
10.1037/0033-295X.93.2.119	1939-1471
10.1037/0033-295X.93.2.136	1939-1471
10.1037/0033-295X.93.2.180	1939-1471
10.1037/0033-295X.94.1.84	1939-1471
10.1037/0033-295X.94.2.115	1939-1471
10.1037/0033-295X.94.2.211	0033-295X
10.1037/0033-295X.94.3.319	1939-1471
10.1037/0033-295X.94.4.412	0033-295X
10.1037/0033-295X.95.2.256	0033-295X
10.1037/0033-295X.96.1.101	1939-1471
10.1037/0033-295X.96.1.125	1939-1471
10.1037/0033-295X.96.2.234	1939-1471
10.1037/0033-295X.96.2.341	0033-295X
10.1037/0033-295X.96.2.358	0033-295X
10.1037/0033-295X.96.3.395	1939-1471
10.1037/0033-295X.96.3.506	1939-1471
10.1037/0033-295X.96.4.523	1939-1471
10.1037/0033-295X.96.4.569	1939-1471
10.1037/0033-295X.96.4.608	1939-1471
10.1037/0033-295X.96.4.690	1939-1471
10.1037/0033-295X.97.1.66	0033-295X
10.1037/0033-295X.97.1.78	1939-1471
10.1037/0033-295X.97.3.362</nowiki>	null
10.1037/0033-295X.97.3.377	1939-1471
10.1037/0033-295X.98.2.164	1939-1471
10.1037/0033-295X.98.2.224	1939-1471
10.1037/0033-295X.98.3.377	0033-295X
10.1037/0033-295X.99.1.122	1939-1471
10.1037/0033-295X.99.2.195	1939-1471
10.1037/0033-295X.99.3.550	1939-1471
10.1037/0033-295X.99.3.554	1939-1471
10.1037/0033-295x.100.1.129	1939-1471
10.1037/0033-295x.100.2.204	1939-1471
10.1037/0033-295x.100.2.254	0033-295X
10.1037/0033-295x.100.3.432	1939-1471
10.1037/0033-295x.100.4.571	1939-1471
10.1037/0033-295x.100.4.609	1939-1471
10.1037/0033-295x.100.4.674	1939-1471
10.1037/0033-295x.101.1.129	1939-1471
10.1037/0033-295x.101.1.3	0033-295X
10.1037/0033-295x.101.1.34	1939-1471
10.1037/0033-295x.101.2.195	0033-295X
10.1037/0033-295x.101.2.211	1939-1471
10.1037/0033-295x.101.2.222	1939-1471
10.1037/0033-295x.101.2.343	1939-1471
10.1037/0033-295x.101.4.568	1939-1471
10.1037/0033-295x.101.4.608	0033-295X
10.1037/0033-295x.101.4.676	1939-1471
10.1037/0033-295x.102.1.4	1939-1471
10.1037/0033-295x.102.2.246	1939-1471
10.1037/0033-295x.102.2.379	1939-1471
10.1037/0033-295x.102.3.419	1939-1471
10.1037/0033-295x.102.3.458	1939-1471
10.1037/0033-295x.102.3.503	1939-1471
10.1037/0033-295x.103.1.5	1939-1471
10.1037/0033-295x.103.1.56	1939-1471
10.1037/0033-295x.103.2.284	1939-1471
10.1037/0033-295x.103.2.320	1939-1471
10.1037/0033-295x.103.3.592	1939-1471
10.1037/0033-295x.103.4.650	1939-1471
10.1037/0033-295x.103.4.670	1939-1471
10.1037/0033-295x.104.2.211	1939-1471
10.1037/0033-295x.104.2.266	1939-1471
10.1037/0033-295x.104.2.367	1939-1471
10.1037/0033-295x.105.1.158	1939-1471
10.1037/0033-295x.105.2.299	1939-1471
10.1037/0033-295x.105.2.387	1939-1471
10.1037/0033-295x.105.2.395	1939-1471
10.1037/0033-295x.105.4.761-781	1939-1471
10.1037/0033-295x.106.1.180	1939-1471
10.1037/0033-295x.106.1.3	1939-1471
10.1037/0033-295x.106.1.62	1939-1471
10.1037/0033-295x.106.2.261	1939-1471
10.1037/0033-295x.106.2.337	1939-1471
10.1037/0033-295x.106.3.529	1939-1471
10.1037/0033-295x.106.4.676	1939-1471
10.1037/0033-295x.106.4.795	1939-1471
10.1037/0033-295x.106.4.835	1939-1471
10.1037/0033-295x.107.1.101	1939-1471
10.1037/0033-295x.107.1.39	1939-1471
10.1037/0033-295x.107.2.261	1939-1471
10.1037/0033-295x.107.2.384	1939-1471
10.1037/0033-295x.108.2.291	1939-1471
10.1037/0033-295x.108.3.483	1939-1471
10.1037/0033-295x.108.3.550	1939-1471
10.1037/0033-295x.108.4.759	1939-1471
10.1037/0033-295x.108.4.814	1939-1471
10.1037/0033-295x.109.1.116	1939-1471
10.1037/0033-295x.109.1.202	1939-1471
10.1037/0033-295x.109.1.3	1939-1471
10.1037/0033-295x.109.2.306	1939-1471
10.1037/0033-295x.109.3.451	1939-1471
10.1037/0033-295x.109.3.573	1939-1471
10.1037/0033-295x.109.4.619	1939-1471
10.1037/0033-295x.109.4.679	1939-1471
10.1037/0033-295x.109.4.764	1939-1471
10.1037/0033-295x.110.1.145	1939-1471
10.1037/0033-295x.110.1.3	1939-1471
10.1037/0033-295x.110.3.403	1939-1471
10.1037/0033-295x.110.3.536	1939-1471
10.1037/0033-295x.110.4.762	1939-1471
10.1037/0033-295x.111.1.142	1939-1471
10.1037/0033-295x.111.1.159	1939-1471
10.1037/0033-295x.111.2.333	1939-1471
10.1037/0033-295x.111.2.486	1939-1471
10.1037/0033-295x.111.3.781	1939-1471
10.1037/0033-295x.111.4.880	1939-1471
10.1037/0033-295x.111.4.960	1939-1471
10.1037/0033-295x.112.1.3	1939-1471
10.1037/0033-295x.112.1.60	1939-1471
10.1037/0033-295x.112.2.446	1939-1471
10.1037/0033-295x.112.2.494	1939-1471
10.1037/0033-295x.113.2.358	1939-1471
10.1037/0033-295x.113.3.526	1939-1471
10.1037/0033-295x.113.4.700	1939-1471
10.1037/0033-295x.113.4.842	1939-1471
10.1037/0033-295x.114.3.599	1939-1471
10.1037/0033-295x.114.4.864	1939-1471
10.1037/0033-295x.115.1.101	1939-1471
10.1037/0033-295x.82.6.407	0033-295X
10.1037/0033-295x.83.1.1	1939-1471
10.1037/0033-295x.83.1.65	0033-295X
10.1037/0033-295x.83.2.114	1939-1471
10.1037/0033-295x.83.2.157	1939-1471
10.1037/0033-295x.84.1.1	0033-295X
10.1037/0033-295x.84.2.127	0033-295X
10.1037/0033-295x.84.2.191	1939-1471
10.1037/0033-295x.84.3.231	0033-295X
10.1037/0033-295x.84.3.279	0033-295X
10.1037/0033-295x.84.4.327	0033-295X
10.1037/0033-295x.85.2.59	0033-295X
10.1037/0033-295x.85.3.172	1939-1471
10.1037/0033-295x.85.4.305	1939-1471
10.1037/0033-295x.85.5.395	0033-295X
10.1037/0033-295x.87.3.252	0033-295X
10.1037/0033-295x.87.6.477	0033-295X
10.1037/0033-295x.88.1.67	0033-295X
10.1037/0033-295x.88.4.354	1939-1471
10.1037/0033-295x.88.5.375	0033-295X
10.1037/0033-295x.89.4.334	1939-1471
10.1037/0033-295x.89.4.369	0033-295X
10.1037/0033-295x.89.5.573	1939-1471
10.1037/0033-295x.89.6.609	0033-295X
10.1037/0033-295x.90.3.215	0033-295X
10.1037/0033-295x.91.1.1	1939-1471
10.1037/0033-295x.91.3.347	1939-1471
10.1037/0033-295x.91.4.417	1939-1471
10.1037/0033-295x.92.1.78	1939-1471
10.1037/0033-295x.92.3.289	1939-1471
10.1037/0033-295x.92.4.532	1939-1471
10.1037/0033-295x.92.4.548	1939-1471
10.1037/0033-295x.93.2.119	1939-1471
10.1037/0033-295x.93.2.136	1939-1471
10.1037/0033-295x.93.2.180	1939-1471
10.1037/0033-295x.93.2.216	1939-1471
10.1037/0033-295x.93.3.258	1939-1471
10.1037/0033-295x.94.2.115	1939-1471
10.1037/0033-295x.94.3.319	1939-1471
10.1037/0033-295x.94.4.427	1939-1471
10.1037/0033-295x.95.1.15	1939-1471
10.1037/0033-295x.95.1.3	1939-1471
10.1037/0033-295x.95.2.163	1939-1471
10.1037/0033-295x.95.2.256	0033-295X
10.1037/0033-295x.95.3.371	0033-295X
10.1037/0033-295x.95.4.434	0033-295X
10.1037/0033-295x.95.4.528	0033-295X
10.1037/0033-295x.96.1.145	1939-1471
10.1037/0033-295x.96.2.267	1939-1471
10.1037/0033-295x.96.2.341	0033-295X
10.1037/0033-295x.96.3.379	1939-1471
10.1037/0033-295x.96.3.395	1939-1471
10.1037/0033-295x.96.3.433	1939-1471
10.1037/0033-295x.96.4.523	1939-1471
10.1037/0033-295x.96.4.569	1939-1471
10.1037/0033-295x.96.4.608	1939-1471
10.1037/0033-295x.97.2.253	1939-1471
10.1037/0033-295x.97.3.332	1939-1471
10.1037/0033-295x.97.3.377	1939-1471
10.1037/0033-295x.97.4.565	0033-295X
10.1037/0033-295x.98.2.164	1939-1471
10.1037/0033-295x.98.2.224	1939-1471
10.1037/0033-295x.98.3.377	0033-295X
10.1037/0033-295x.98.4.488	1939-1471
10.1037/0033-295x.99.2.195	1939-1471
10.1037/0033-295x.99.3.550	1939-1471
10.1037/0033-295x.99.3.554	1939-1471
10.1037/0033-295x.99.4.587	1939-1471
10.1037/0033-3204.28.1.157	1939-1536
10.1037/0033-3204.28.1.67	1939-1536
10.1037/0033-3204.28.4.678	1939-1536
10.1037/0033-3204.30.1.75	1939-1536
10.1037/0033-3204.30.3.417	1939-1536
10.1037/0033-3204.30.3.452	1939-1536
10.1037/0033-3204.30.3.495	1939-1536
10.1037/0033-3204.30.3.495</nowiki>	null
10.1037/0033-3204.31.1.114	1939-1536
10.1037/0033-3204.31.3.525	1939-1536
10.1037/0033-3204.32.2.258	1939-1536
10.1037/0033-3204.32.2.283	1939-1536
10.1037/0033-3204.32.3.381	1939-1536
10.1037/0033-3204.32.3.458	1939-1536
10.1037/0033-3204.32.3.500	1939-1536
10.1037/0033-3204.33.1.104	1939-1536
10.1037/0033-3204.38.4.365	1939-1536
10.1037/0033-3204.39.1.66	1939-1536
10.1037/0033-3204.39.2.199	1939-1536
10.1037/0033-3204.40.3.187	1939-1536
10.1037/0033-3204.41.4.412	1939-1536
10.1037/0033-3204.44.2.232	1939-1536
10.1037/0033-3204.44.3.316	1939-1536
10.1037/0033-3204.45.1.88	1939-1536
10.1037/0033-3204.45.2.199	1939-1536
10.1037/0033-3204.45.2.247	1939-1536
10.1037/0033.295X.95.3.307	null
10.1037/003640	0010-7549
10.1037/004159	0010-7549
10.1037/004224	0010-7549
10.1037/004274	0010-7549
10.1037/004367	0010-7549
10.1037/006440	0010-7549
10.1037/008-400X.27.1.9	1879-2669
10.1037/008184	0010-7549
10.1037/0090-5550.40.4.261	1939-1544
10.1037/0090-5550.41.4.267	1939-1544
10.1037/0090-5550.45.3.274	1939-1544
10.1037/0090-5550.46.3.296	0090-5550
10.1037/0090-5550.47.1.49	0090-5550
10.1037/0090-5550.49.2.140	1939-1544
10.1037/0090-5550.49.3.250	1939-1544
10.1037/0090-5550.50.2.122	0090-5550
10.1037/0090-5550.50.2.183/	1939-1544
10.1037/0090-5550.51.3.239	0090-5550
10.1037/0090-5550.51.3.257	1939-1544
10.1037/0090-5550.51.4.289	1939-1544
10.1037/009462	0010-7549
10.1037/0096-1523.1.3.231	1939-1277
10.1037/0096-1523.1.3.288	0096-1523
10.1037/0096-1523.1.4.323	1939-1277
10.1037/0096-1523.10.2.276	1939-1277
10.1037/0096-1523.10.4.554	1939-1277
10.1037/0096-1523.11.1.40	1939-1277
10.1037/0096-1523.11.3.257	1939-1277
10.1037/0096-1523.11.3.317	1939-1277
10.1037/0096-1523.11.4.409	1939-1277
10.1037/0096-1523.11.5.583	1939-1277
10.1037/0096-1523.11.6.846	1939-1277
10.1037/0096-1523.12.3.267	1939-1277
10.1037/0096-1523.12.3.343	1939-1277
10.1037/0096-1523.12.3.361	1939-1277
10.1037/0096-1523.13.2.300	1939-1277
10.1037/0096-1523.13.3.435	1939-1277
10.1037/0096-1523.14.1.113	0096-1523
10.1037/0096-1523.14.2.188	1939-1277
10.1037/0096-1523.14.2.231	1939-1277
10.1037/0096-1523.14.2.305	1939-1277
10.1037/0096-1523.14.3.513	0096-1523
10.1037/0096-1523.14.4.661	0096-1523
10.1037/0096-1523.15.1.170	1939-1277
10.1037/0096-1523.15.3.419	1939-1277
10.1037/0096-1523.15.4.650	1939-1277
10.1037/0096-1523.15.4.673	1939-1277
10.1037/0096-1523.15.4.701	1939-1277
10.1037/0096-1523.16.1.121	1939-1277
10.1037/0096-1523.16.1.135	1939-1277
10.1037/0096-1523.16.2.381	1939-1277
10.1037/0096-1523.16.3.523	1939-1277
10.1037/0096-1523.16.3.626	1939-1277
10.1037/0096-1523.16.3.642	1939-1277
10.1037/0096-1523.16.3.675	1939-1277
10.1037/0096-1523.16.4.742	1939-1277
10.1037/0096-1523.17.2.382	1939-1277
10.1037/0096-1523.17.3.652	1939-1277
10.1037/0096-1523.17.3.762	1939-1277
10.1037/0096-1523.17.3.816	1939-1277
10.1037/0096-1523.17.4.891	1939-1277
10.1037/0096-1523.18.1.121	1939-1277
10.1037/0096-1523.18.2.394	1939-1277
10.1037/0096-1523.18.2.530	1939-1277
10.1037/0096-1523.18.2.578	1939-1277
10.1037/0096-1523.18.3.624	1939-1277
10.1037/0096-1523.18.3.837	1939-1277
10.1037/0096-1523.18.3.849	1939-1277
10.1037/0096-1523.19.1.48	1939-1277
10.1037/0096-1523.19.3.549	0096-1523
10.1037/0096-1523.19.3.598	1939-1277
10.1037/0096-1523.19.6.1162	1939-1277
10.1037/0096-1523.19.6.1238	1939-1277
10.1037/0096-1523.2.1.115	1939-1277
10.1037/0096-1523.2.1.23	1939-1277
10.1037/0096-1523.2.2.235	1939-1277
10.1037/0096-1523.20.1.131	1939-1277
10.1037/0096-1523.20.2.317	1939-1277
10.1037/0096-1523.20.2.357	1939-1277
10.1037/0096-1523.20.3.555	0096-1523
10.1037/0096-1523.20.5.1000	1939-1277
10.1037/0096-1523.20.5.1068	1939-1277
10.1037/0096-1523.20.5.958	1939-1277
10.1037/0096-1523.20.6.1233	1939-1277
10.1037/0096-1523.21.1.109	1939-1277
10.1037/0096-1523.21.2.211	1939-1277
10.1037/0096-1523.21.3.451	1939-1277
10.1037/0096-1523.21.4.751	1939-1277
10.1037/0096-1523.21.4.764	1939-1277
10.1037/0096-1523.21.6.1312	1939-1277
10.1037/0096-1523.21.6.1343	1939-1277
10.1037/0096-1523.21.6.1362	1939-1277
10.1037/0096-1523.21.6.1409	1939-1277
10.1037/0096-1523.21.6.1494	1939-1277
10.1037/0096-1523.22.2.367	1939-1277
10.1037/0096-1523.22.2.480	1939-1277
10.1037/0096-1523.22.3.531	1939-1277
10.1037/0096-1523.22.3.563	1939-1277
10.1037/0096-1523.22.4.839	1939-1277
10.1037/0096-1523.22.5.1261	1939-1277
10.1037/0096-1523.22.6.1505	1939-1277
10.1037/0096-1523.23.1.263	1939-1277
10.1037/0096-1523.23.2.299	1939-1277
10.1037/0096-1523.23.2.339	1939-1277
10.1037/0096-1523.23.2.504	1939-1277
10.1037/0096-1523.23.3.609	1939-1277
10.1037/0096-1523.23.3.651	1939-1277
10.1037/0096-1523.23.3.721	1939-1277
10.1037/0096-1523.23.5.1380	1939-1277
10.1037/0096-1523.23.6.1644	1939-1277
10.1037/0096-1523.24.3.830	1939-1277
10.1037/0096-1523.24.4.1131	1939-1277
10.1037/0096-1523.24.5.1454	1939-1277
10.1037/0096-1523.25.1.210	0096-1523
10.1037/0096-1523.25.3.630	1939-1277
10.1037/0096-1523.25.4.1036	0096-1523
10.1037/0096-1523.25.4.976	0096-1523
10.1037/0096-1523.25.6.1517	1939-1277
10.1037/0096-1523.26.1.127	1939-1277
10.1037/0096-1523.26.1.141	1939-1277
10.1037/0096-1523.26.2.747	1939-1277
10.1037/0096-1523.26.2.834	1939-1277
10.1037/0096-1523.26.3.934	1939-1277
10.1037/0096-1523.26.5.1570	1939-1277
10.1037/0096-1523.27.1.128	1939-1277
10.1037/0096-1523.27.2.318	1939-1277
10.1037/0096-1523.27.3.542	1939-1277
10.1037/0096-1523.27.3.644	1939-1277
10.1037/0096-1523.27.3.719	1939-1277
10.1037/0096-1523.28.2.431	1939-1277
10.1037/0096-1523.28.5.1243	1939-1277
10.1037/0096-1523.28.6.1288	1939-1277
10.1037/0096-1523.29.1.121	1939-1277
10.1037/0096-1523.29.1.19	1939-1277
10.1037/0096-1523.29.2.333	1939-1277
10.1037/0096-1523.29.2.343	1939-1277
10.1037/0096-1523.29.3.575	1939-1277
10.1037/0096-1523.29.5.897	1939-1277
10.1037/0096-1523.3.1.1	1939-1277
10.1037/0096-1523.3.2.349	1939-1277
10.1037/0096-1523.3.4.552	0096-1523
10.1037/0096-1523.30.2.355	1939-1277
10.1037/0096-1523.30.3.411	1939-1277
10.1037/0096-1523.30.5.873	1939-1277
10.1037/0096-1523.31.1.62	1939-1277
10.1037/0096-1523.31.3.502	1939-1277
10.1037/0096-1523.31.5.1124	1939-1277
10.1037/0096-1523.31.6.1288	1939-1277
10.1037/0096-1523.31.6.1359	1939-1277
10.1037/0096-1523.32.1.2	1939-1277
10.1037/0096-1523.32.2.287	1939-1277
10.1037/0096-1523.32.3.717	1939-1277
10.1037/0096-1523.32.5.1155	1939-1277
10.1037/0096-1523.32.6.1452	1939-1277
10.1037/0096-1523.32.6.1465	1939-1277
10.1037/0096-1523.33.1.209	1939-1277
10.1037/0096-1523.33.4.753	1939-1277
10.1037/0096-1523.33.4.788	1939-1277
10.1037/0096-1523.33.4.798	1939-1277
10.1037/0096-1523.33.5.1170	1939-1277
10.1037/0096-1523.34.1.237	1939-1277
10.1037/0096-1523.34.2.489	1939-1277
10.1037/0096-1523.34.4.842	1939-1277
10.1037/0096-1523.34.4.974	1939-1277
10.1037/0096-1523.34.5.1066	1939-1277
10.1037/0096-1523.34.5.1092	1939-1277
10.1037/0096-1523.35.1.119	1939-1277
10.1037/0096-1523.35.2.551	1939-1277
10.1037/0096-1523.4.3.380	1939-1277
10.1037/0096-1523.6.4.769	1939-1277
10.1037/0096-1523.8.1.1	1939-1277
10.1037/0096-1523.8.2.253	1939-1277
10.1037/0096-1523.8.4.521	1939-1277
10.1037/0096-1523.9.1.126	1939-1277
10.1037/0096-1523.9.3.413	1939-1277
10.1037/0096-1523.9.4.523	1939-1277
10.1037/0096-3445.104.3.192	0096-3445
10.1037/0096-3445.104.3.244	0096-3445
10.1037/0096-3445.104.3.268	1939-2222
10.1037/0096-3445.105.1.3	0096-3445
10.1037/0096-3445.106.4.376	0096-3445
10.1037/0096-3445.107.4.420	0096-3445
10.1037/0096-3445.108.3.356	0096-3445
10.1037/0096-3445.108.4.441	1939-2222
10.1037/0096-3445.109.1.75	1939-2222
10.1037/0096-3445.109.2.160	0096-3445
10.1037/0096-3445.109.3.251	1939-2222
10.1037/0096-3445.110.2.169	0096-3445
10.1037/0096-3445.110.3.306	1939-2222
10.1037/0096-3445.111.1.1	1939-2222
10.1037/0096-3445.111.4.423	1939-2222
10.1037/0096-3445.112.1.1	1939-2222
10.1037/0096-3445.112.1.41	0096-3445
10.1037/0096-3445.112.1.58	1939-2222
10.1037/0096-3445.112.2.278	1939-2222
10.1037/0096-3445.112.3.413	0096-3445
10.1037/0096-3445.112.4.639	1939-2222
10.1037/0096-3445.113.1.1	1939-2222
10.1037/0096-3445.113.1.121	1939-2222
10.1037/0096-3445.113.3.329	1939-2222
10.1037/0096-3445.113.3.464	0096-3445
10.1037/0096-3445.113.4.489	1939-2222
10.1037/0096-3445.113.4.501	1939-2222
10.1037/0096-3445.113.4.541	0096-3445
10.1037/0096-3445.114.1.1	1939-2222
10.1037/0096-3445.114.2.272	1939-2222
10.1037/0096-3445.114.4.417	1939-2222
10.1037/0096-3445.115.1.26	1939-2222
10.1037/0096-3445.115.2.107	1939-2222
10.1037/0096-3445.115.3.211	1939-2222
10.1037/0096-3445.115.3.247	1939-2222
10.1037/0096-3445.116.1.26	1939-2222
10.1037/0096-3445.116.2.154	1939-2222
10.1037/0096-3445.116.3.223	1939-2222
10.1037/0096-3445.117.1.68	1939-2222
10.1037/0096-3445.117.2.171	1939-2222
10.1037/0096-3445.117.4.371	1939-2222
10.1037/0096-3445.118.1.100	1939-2222
10.1037/0096-3445.118.3.219	1939-2222
10.1037/0096-3445.119.1.92	1939-2222
10.1037/0096-3445.119.1.97	1939-2222
10.1037/0096-3445.119.3.264	1939-2222
10.1037/0096-3445.119.3.297	1939-2222
10.1037/0096-3445.119.4.367	1939-2222
10.1037/0096-3445.120.3.316	1939-2222
10.1037/0096-3445.120.4.358	1939-2222
10.1037/0096-3445.121.1.12	1939-2222
10.1037/0096-3445.121.3.262	1939-2222
10.1037/0096-3445.121.4.429	1939-2222
10.1037/0096-3445.121.4.446	1939-2222
10.1037/0096-3445.121.4.480	1939-2222
10.1037/0096-3445.122.1.39	1939-2222
10.1037/0096-3445.122.2.155	1939-2222
10.1037/0096-3445.122.2.184	1939-2222
10.1037/0096-3445.122.2.274	1939-2222
10.1037/0096-3445.122.3.371	1939-2222
10.1037/0096-3445.122.4.411	1939-2222
10.1037/0096-3445.122.4.462	1939-2222
10.1037/0096-3445.123.1.34	1939-2222
10.1037/0096-3445.123.2.146	1939-2222
10.1037/0096-3445.123.2.161	1939-2222
10.1037/0096-3445.123.2.178	1939-2222
10.1037/0096-3445.123.2.201	1939-2222
10.1037/0096-3445.123.4.394	1939-2222
10.1037/0096-3445.124.1.22	1939-2222
10.1037/0096-3445.124.2.137	1939-2222
10.1037/0096-3445.125.1.69	1939-2222
10.1037/0096-3445.125.4.387	1939-2222
10.1037/0096-3445.126.1.3	1939-2222
10.1037/0096-3445.126.1.54	1939-2222
10.1037/0096-3445.126.2.165	1939-2222
10.1037/0096-3445.127.1.22	1939-2222
10.1037/0096-3445.127.1.83	1939-2222
10.1037/0096-3445.127.2.189	1939-2222
10.1037/0096-3445.127.3.286	1939-2222
10.1037/0096-3445.128.2.186	1939-2222
10.1037/0096-3445.128.2.198	1939-2222
10.1037/0096-3445.128.3.309	1939-2222
10.1037/0096-3445.129.1.4	1939-2222
10.1037/0096-3445.129.2.177	1939-2222
10.1037/0096-3445.129.2.242	1939-2222
10.1037/0096-3445.129.3.291	1939-2222
10.1037/0096-3445.129.3.361	1939-2222
10.1037/0096-3445.129.3.369	1939-2222
10.1037/0096-3445.129.4.444	1939-2222
10.1037/0096-3445.129.4.508	1939-2222
10.1037/0096-3445.129.4.559	1939-2222
10.1037/0096-3445.130.2.169	1939-2222
10.1037/0096-3445.130.2.199	1939-2222
10.1037/0096-3445.130.2.224	1939-2222
10.1037/0096-3445.130.3.380	1939-2222
10.1037/0096-3445.130.3.427	1939-2222
10.1037/0096-3445.130.3.505	1939-2222
10.1037/0096-3445.130.3.544	1939-2222
10.1037/0096-3445.130.4.681	1939-2222
10.1037/0096-3445.130.4.701	1939-2222
10.1037/0096-3445.130.4.726	1939-2222
10.1037/0096-3445.130.4.746	1939-2222
10.1037/0096-3445.131.1.48	1939-2222
10.1037/0096-3445.131.3.364	1939-2222
10.1037/0096-3445.131.4.538	1939-2222
10.1037/0096-3445.131.4.567	1939-2222
10.1037/0096-3445.132.1.3	1939-2222
10.1037/0096-3445.132.3.331	1939-2222
10.1037/0096-3445.133.1.83	1939-2222
10.1037/0096-3445.133.2.139	1939-2222
10.1037/0096-3445.133.2.189	1939-2222
10.1037/0096-3445.133.3.339	1939-2222
10.1037/0096-3445.133.3.355	1939-2222
10.1037/0096-3445.133.4.626	1939-2222
10.1037/0096-3445.134.1.10	1939-2222
10.1037/0096-3445.134.1.23	1939-2222
10.1037/0096-3445.134.2.207	1939-2222
10.1037/0096-3445.134.3.291	1939-2222
10.1037/0096-3445.134.3.343	1939-2222
10.1037/0096-3445.134.3.420	1939-2222
10.1037/0096-3445.134.4.521	1939-2222
10.1037/0096-3445.134.4.552	1939-2222
10.1037/0096-3445.134.4.585	1939-2222
10.1037/0096-3445.135.3.327	1939-2222
10.1037/0096-3445.135.3.409	1939-2222
10.1037/0096-3445.135.3.462	1939-2222
10.1037/0096-3445.135.4.609	1939-2222
10.1037/0096-3445.135.4.641	1939-2222
10.1037/0096-3445.136.1.82	1939-2222
10.1037/0096-3445.136.2.256	1939-2222
10.1037/0096-3445.136.3.370	1939-2222
10.1037/0096-3445.136.3.470	1939-2222
10.1037/0096-3445.136.4.569	1939-2222
10.1037/0096-3445.137.2.201	1939-2222
10.1037/0097-7403.10.2.221	1939-2184
10.1037/0097-7403.11.1.95	1939-2184
10.1037/0097-7403.12.4.403	1939-2184
10.1037/0097-7403.14.1.36	1939-2184
10.1037/0097-7403.2.2.154	1939-2184
10.1037/0097-7403.2.2.97	1939-2184
10.1037/0097-7403.2.4.285	1939-2184
10.1037/0097-7403.21.1.82	1939-2184
10.1037/0097-7403.22.4.420	1939-2184
10.1037/0097-7403.24.1.34	1939-2184
10.1037/0097-7403.24.4.396	1939-2184
10.1037/0097-7403.26.1.74	1939-2184
10.1037/0097-7403.3.4.377	1939-2184
10.1037/0097-7403.31.1.95	1939-2184
10.1037/0097-7403.31.3.289	1939-2184
10.1037/0097-7403.32.2.150	1939-2184
10.1037/0097-7403.4.2.188	1939-2184
10.1037/0097-7403.5.2.116	1939-2184
10.1037/016565	0010-7549
10.1037/022623	0010-7549
10.1037/025136	0010-7549
10.1037/026218	0010-7549
10.1037/027106	0010-7549
10.1037/027387	0010-7549
10.1037/0278-6133.10.2.102	1930-7810
10.1037/0278-6133.10.3.155	1930-7810
10.1037/0278-6133.11.5.335	1930-7810
10.1037/0278-6133.12.2.125	1930-7810
10.1037/0278-6133.12.4.324	1930-7810
10.1037/0278-6133.12.5.399	1930-7810
10.1037/0278-6133.13.1.39	1930-7810
